"#","German","English"
"1	"," der Gebrauch"," use"
"734	"," die Geselligkeit"," sociability"
"735	"," die Glühlampe"," light bulb"
"736	"," die Gottheit"," deity, Godhead"
"737	"," die Grippe"," flu, sickness"
"738	"," die Grube"," pit, ditch"
"739	"," die Größe"," size, format"
"740	"," die Gurgel"," throat"
"741	"," die Gurke"," cucumber"
"742	"," die Gymnastik"," exercises"
"743	"," die Halbpension"," room and board, full or half"
"744	"," die Hand"," hand"
"745	"," die Harke"," rake"
"746	"," die Hauptspeise"," main meal"
"747	"," die Hausschuhe"," house shoes, slippers"
"748	"," die Haut"," skin"
"749	"," die Heiligamesse"," holy mass, church service"
"750	"," die Heimat"," home"
"751	"," die Heizung"," heating"
"752	"," die Hochzeit"," wedding"
"753	"," die Honigmelone"," honeydew melon"
"754	"," die Hurerei"," prostitution"
"755	"," die Höhe"," height"
"756	"," die Informationswirtschaft"," information economy"
"757	"," die Insel"," island"
"758	"," die Jacke"," jacket"
"759	"," die Jalousie"," window blinds"
"760	"," die Kachel"," tile"
"761	"," die Kanone"," cannon"
"762	"," die Karotte"," carrot"
"763	"," die Kartoffel"," potato"
"764	"," die Kelter"," winepress"
"765	"," die Kerze"," candle"
"766	"," die Kette"," chain"
"767	"," die Kirsche"," cherry"
"768	"," die Kiste"," wine case"
"769	"," die Klappe"," flap, fig. trap, mouth"
"770	"," die Kneipe"," pub"
"771	"," die Knoblauchzehe"," garlic clove"
"772	"," die Kokonuss"," coconut"
"773	"," die Kombination"," combination"
"774	"," die Konferenz"," conference"
"775	"," die Konfession"," denomination"
"776	"," die Kosten"," costs"
"777	"," die Krabbe"," shrimp"
"778	"," die Krankmeldung"," doctor's excuse"
"779	"," die Krawatte"," necktie"
"780	"," die Kreide"," chalk"
"781	"," die Kreuzung"," intersection"
"782	"," die Kriminalität"," crime rate"
"783	"," die Kugel"," ball"
"784	"," die Kusine"," cousin"
"785	"," die Kälte"," the cold, i.e. cold weather"
"786	"," die Kühltasche"," cooler, cold bag"
"787	"," die Kühnheit"," boldness"
"788	"," die Lampe"," lamp, light"
"789	"," die Lanze"," lance"
"790	"," die Lebenshaltung"," cost of living"
"791	"," die Lebensphilosophie"," life philosophy"
"792	"," die Leichtathletik"," track and field"
"793	"," die Leiter"," ladder"
"794	"," die Leitung"," leading, routing"
"795	"," die Limonade"," limonade"
"796	"," die Lippe"," lips"
"797	"," die List"," cunning, deceit"
"798	"," die Lust"," desire, pleasure, joy"
"799	"," die Lücke"," gap, hole"
"800	"," die Mahlzeit"," mealtime"
"801	"," die Mannschaft"," sports team"
"802	"," die Marketingabteilung"," the marketing department"
"803	"," die Marmelade"," jam"
"804	"," die Maschine"," airplane, machine"
"805	"," die Mauer"," wall"
"806	"," die Medizin"," medicine"
"807	"," die Meeresfrüchte (pl)"," seafood"
"808	"," die Meile"," mile"
"809	"," die Meinung"," view, opinion"
"810	"," die Metzgerei"," butcher shop"
"811	"," die Milch"," milk"
"812	"," die Mitternacht"," midnight"
"813	"," die Möhre"," carrot"
"814	"," die Möwe"," seagull"
"815	"," die Mühe"," trouble, pains"
"816	"," die Münze"," cap"
"817	"," die Nachspeise"," dessert"
"818	"," die Nacht"," night"
"819	"," die Nadel"," needle"
"820	"," die Nase"," nose"
"821	"," die Neffe"," nephew"
"822	"," die Nektarine"," nectarine"
"823	"," die Nichte"," niece"
"824	"," die Niederlassung"," settlement"
"825	"," die Not"," need, poverty"
"826	"," die Nähe"," proximity"
"827	"," die Olive"," olive"
"828	"," die Ortschaft"," locality"
"829	"," die Packung"," package or packet"
"830	"," die Pantoffel"," house slippers"
"831	"," die Pastete"," meat pie"
"832	"," die Personalabteilung"," personnel department"
"833	"," die Pest"," pestilence"
"834	"," die Pfadfinder"," boy scouts"
"835	"," die Pfanne"," pan"
"836	"," die Pfeffermühle"," pepper grinder"
"837	"," die Pflaume"," plum"
"838	"," die Pfote"," paws"
"839	"," die Pfüzte"," puddle"
"840	"," die Pistazie"," pistachio"
"841	"," die Pizza"," pizza"
"842	"," die Platte"," platter, serving dish"
"843	"," die Pommesfrites"," french fries"
"844	"," die Portion"," portion"
"845	"," die Post"," post office"
"846	"," die Praline"," chocolate with cream or alcohol"
"847	"," die Praxis"," doctor´s practice"
"848	"," die Produktionsabteilung"," production department"
"849	"," die Prägung"," imprint, minting, coinage"
"850	"," die Puppe"," doll"
"851	"," die Pute"," turkey"
"852	"," die Pyramide"," pyramid"
"853	"," die Quittung"," bill from car repair, etc"
"854	"," die Realität"," reality"
"855	"," die Rechtsabteilung"," legal department"
"856	"," die Regel"," rules"
"857	"," die Reihe"," row, line"
"858	"," die Reihenfolge"," order, sequence"
"859	"," die Reinigung"," dry cleaners"
"860	"," die Reise"," trip, journey"
"861	"," die Reiseunterlagen (pl)"," travel documents"
"862	"," die Reklamation"," complaint, query"
"863	"," die Reklame"," advertising"
"864	"," die Rettung"," rescue"
"865	"," die Richtung"," direction"
"866	"," die Robbe"," a seal"
"867	"," die Routine"," routine"
"868	"," die Ruhe"," quiet, calm, peace"
"869	"," die Rösti (pl)"," fried grate potatoes, i.e. hash"
"870	"," die Rübe"," turnip"
"871	"," die Rückflugticket"," a round trip ticket"
"872	"," die Rüstung"," arms, weapons"
"873	"," die Sache"," thing, things"
"874	"," die Sahne"," cream"
"875	"," die Salbe"," salve, ointment"
"876	"," die Salbung"," anointing"
"877	"," die Sandgrube"," sand pit"
"878	"," die Schachtel"," small box"
"879	"," die Schale"," small bowl"
"880	"," die Schar"," band of people"
"881	"," die Schlange"," snake, serpent, line of people"
"882	"," die Schminke"," makeup"
"883	"," die Schnecke"," snail"
"884	"," die Schokolade"," chocolate"
"885	"," die Scholle"," (ice) floe"
"886	"," die Schorle"," spritzer"
"887	"," die Schublade"," drawer"
"888	"," die Schule"," school"
"889	"," die Schulter"," shoulder"
"890	"," die Schwelle"," threshhold - psych, phys, door threshhold"
"891	"," die Schwerathletik"," contact sports"
"892	"," die Schwester"," sister"
"893	"," die Serviette"," napkin"
"894	"," die Siebensachen"," belongings"
"895	"," die Socke"," socks"
"896	"," die Sorge"," worry"
"897	"," die Soße"," sauce"
"898	"," die Spalte"," column"
"899	"," die Spielzeugkiste"," toybox"
"900	"," die Spinne"," spider"
"901	"," die Sportskanone"," sports star"
"902	"," die Sprechstundenhilfe"," receptionist"
"903	"," die Spritze"," syringe, shot"
"904	"," die Spur"," track, trace, sign"
"905	"," die Stange"," pole, bar"
"906	"," die Startbahn"," runway"
"907	"," die Station"," station, stop"
"908	"," die Stimme"," voice, part"
"909	"," die Stirn"," forehead"
"910	"," die Strafe"," penalty, punishment"
"911	"," die Strahlung"," radiation"
"912	"," die Straßenbahn"," tram, streetcar"
"913	"," die Streichholzschachtel"," matchbox"
"914	"," die Stäbchen"," chopsticks"
"915	"," die Suppenkelle"," soup ladle"
"916	"," die Säge"," a saw"
"917	"," die Säuregurke"," pickles"
"918	"," die Sünde"," sin"
"919	"," die Süße"," sweets"
"920	"," die Süßigkeit"," sweets"
"921	"," die Tablette"," pills, tablets"
"922	"," die Tafel"," bar of something"
"923	"," die Tante"," aunt"
"924	"," die Tasche"," pocket, bag"
"925	"," die Tassen"," coffee, tea cup"
"926	"," die Taucherbrille"," diving goggles"
"927	"," die Tenne"," threshing floor"
"928	"," die Theologie"," theology"
"929	"," die Tiefkühltruhe"," refrigerator chest - horizontal, deep freeze"
"930	"," die Tonne"," barrel"
"931	"," die Torte"," fruit pie"
"932	"," die Treppe"," stairs"
"933	"," die Träne"," tear"
"934	"," die Tüte"," bag, cone"
"935	"," die Umfrage"," job Interview"
"936	"," die Ungelegenheiten"," inconvenience (un-opportunity)"
"937	"," die Universität"," university"
"938	"," die Unsrigen (pl)"," our people"
"939	"," die Unterkunft"," accommodation"
"940	"," die Unterlage"," documents"
"941	"," die Untertasse"," saucer"
"942	"," die Urgroßmutter"," grandmother"
"943	"," die Verabredung"," arrangement, private appointment"
"944	"," die Verführung"," seduction, temptation"
"945	"," die Vergangenheit"," past tense, past time"
"946	"," die Vermittlung"," mediation, intercession"
"947	"," die Versammlung"," assembly"
"948	"," die Versichertenkarte"," insurance card"
"949	"," die Versicherung"," insurance"
"950	"," die Versklavung"," enslavement"
"951	"," die Versorgung"," care, provision"
"952	"," die Verspottung"," mockery"
"953	"," die Verspätung"," delay"
"954	"," die Verstörung"," destruction"
"955	"," die Verwaltung"," administration (not in schools)"
"956	"," die Verzeihung"," forgiveness"
"957	"," die Videothek"," video store"
"958	"," die Vorschrift"," commandment, directive"
"959	"," die Vorsicht"," caution, care"
"960	"," die Vorspeise"," appetizer"
"961	"," die Vorstellung"," idea, picture"
"962	"," die Vorwahl"," preliminary election"
"963	"," die Waffe"," weapon"
"964	"," die Wahl"," choice"
"965	"," die Wahrscheinlichkeit"," probability, likelihood"
"966	"," die Wand"," wall"
"967	"," die Wange"," cheeks"
"968	"," die Warnung"," warning"
"969	"," die Wassermelone"," watermelon"
"970	"," die Weinbergschnecke"," snail"
"971	"," die Weise"," way, manner, fashion"
"972	"," die Weisheit"," wisdom"
"973	"," die Weite"," width"
"974	"," die Wieder belebungsversuche"," rescussitation, CPR"
"975	"," die Wiedervereinigung"," unification day"
"976	"," die Wimper"," eyelash"
"977	"," die Windmühle"," windmill"
"978	"," die Windpocken"," chickenpox"
"979	"," die Witwe"," widow"
"980	"," die Woche"," week"
"981	"," die Wohnung"," apartment, house"
"982	"," die Wolle"," wool"
"983	"," die Wunde"," wound"
"984	"," die Wurst"," sausage"
"985	"," die Wurzel"," root, square root"
"986	"," die Wäsche"," laundry"
"987	"," die Wäscheleine"," clothesline"
"988	"," die Würde"," dignity"
"989	"," die Zacke"," point, jagged peak"
"990	"," die Zahnbürste"," toothbrush"
"991	"," die Zauberei"," wizardry"
"992	"," die Zehe"," toes"
"993	"," die Zitrone"," citrus"
"994	"," die Zulieferfirma"," ancilliary company, supplier"
"995	"," die Zunge"," tounge"
"996	"," die Zuversicht"," assurance, confidence"
"997	"," die Zwiebeln"," onion"
"998	"," die Überraschung"," a surprise"
"999	"," die Übersetzung"," translation"
"1000  "," die Übertretung"," trespass, violation"
